cowcode,ccode,year,legis,date_low,date_upp,pty_acrn,pty_name,pty_code,fac_name,fac_code,s_low,ts_low,s_upp,ts_upp,presp,cl_other,cl_altman,cl_deheza,cl_dpi,founded,source
130,ECU,1944,3,,,,,,,,,,,,,,,,,,"Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas.Nómina proporcionada por el Archivo de la Asamblea Nacional.  Esta nomina  tiene como fuente  principal las actas del Congreso de la República, desde 1924 a 1945.  Los datos sobre la totalidad de Congresistas y el partido político al que representaban, no se encuentra registrada en la nómina original, ni en las actas.
Muñoz,  Eduardo. 1981.""En el palacio de Carondelet: Gobernantes ecuatorianos del presidente Flores al Presidente Noboa Bejarano 1830-2002. Artes Gráficas Señal, Quito, Ecuador. 694 Páginas."
130,ECU,1945,1,1944-07-23T00:00:00Z,,PCE,Partido Conservador Ecuatoriano,130188301,,130188301000,24,98,,,1,1,,,,1883,"Becker, Marc. 2000. ""The Politics of Exclusion: Ecuador's Glorious May Revolution of 1944"".  Latin American Studies Association, Miami, March 16-18 (p.17)"
130,ECU,1945,1,1944-07-23T00:00:00Z,,PLRE,Partido Liberal Radical Ecuatoriano,130192501,,130192501000,29,98,,,0,0,,,,1925,"Becker, Marc. 2000. ""The Politics of Exclusion: Ecuador's Glorious May Revolution of 1944"".  Latin American Studies Association, Miami, March 16-18 (p.17)"
130,ECU,1945,1,1944-07-23T00:00:00Z,,PSE,Partido Socialista Ecuatoriano,130192601,,130192601000,30,98,,,0,0,,,,1926,"Becker, Marc. 2000. ""The Politics of Exclusion: Ecuador's Glorious May Revolution of 1944"".  Latin American Studies Association, Miami, March 16-18 (p.17)"
130,ECU,1945,1,1944-07-23T00:00:00Z,,,Partido Comunista,130194301,,130194301000,9,98,,,0,0,,,,1943,"Becker, Marc. 2000. ""The Politics of Exclusion: Ecuador's Glorious May Revolution of 1944"".  Latin American Studies Association, Miami, March 16-18 (p.17)"
130,ECU,1945,1,1944-07-23T00:00:00Z,,,Independent,130999901,,130999901000,3,98,,,0,1,,,,9999,"Becker, Marc. 2000. ""The Politics of Exclusion: Ecuador's Glorious May Revolution of 1944"".  Latin American Studies Association, Miami, March 16-18 (p.17)"
130,ECU,1945,1,1944-07-23T00:00:00Z,,PVRS,Vanguardia Revolucionaria Socialista,130194303,,130194303000,2,98,,,0,0,,,,1943,"Becker, Marc. 2000. ""The Politics of Exclusion: Ecuador's Glorious May Revolution of 1944"".  Latin American Studies Association, Miami, March 16-18 (p.17)"
130,ECU,1945,1,1944-07-23T00:00:00Z,,FPD,National Democratic Front ,130194302,,130194302000,1,98,,,0,1,,,,1943,"Becker, Marc. 2000. ""The Politics of Exclusion: Ecuador's Glorious May Revolution of 1944"".  Latin American Studies Association, Miami, March 16-18 (p.17)"
130,ECU,1946,3,1946-07-01T00:00:00Z,,PCE,Partido Conservador Ecuatoriano,130188301,,130188301000,33,62,,,1,1,,,,1883,PHW 1947
130,ECU,1946,3,1946-07-01T00:00:00Z,,,Velasco allies,130999901,,130999901000,10,62,,,0,1,,,,9999,PHW 1947
130,ECU,1946,3,1946-07-01T00:00:00Z,,,Others,130999902,,130999902000,19,62,,,0,0,,,,9999,PHW 1947
130,ECU,1947,2,,,,,,,,,,,,,,,,,,
130,ECU,1948,1,1948-08-10T00:00:00Z,1948-08-10T00:00:00Z,MCDN,Movimiento Cívico Democrático Nacional ,130194701,,130194701000,10,64,5,45,1,1,,,,1947,"PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)PHW 1949: 51-52, George I. Blanksten, Ecuador: Constitutions and Caudillos (Berkeley, University of
California Press, 1951)"
